72,0.0019
63,0.0028
71,0.1464
59,0.1472
70,0.1797
69,0.1908
68,0.1964
67,0.2019
66,0.2131
65,0.2686
64,0.2853
63,0.2964
62,0.3075
61,0.3131
60,0.3464
61,0.3519
60,0.4186
61,0.4242
62,0.4631
63,0.4686
64,0.4853
60,0.5125
59,0.5161
60,0.5269
65,0.5408
66,0.5519
61,0.5594
60,0.5703
59,0.5844
60,0.5883
61,0.6208
60,0.6608
61,0.6681
60,0.6894
59,0.6969
58,0.75
65,0.8742
64,0.8797
63,0.8908
62,0.8964
60,0.94
59,0.9722
59,0.9775
58,1.0389
57,1.0461
60,1.05
61,1.0556
56,1.0714
55,1.075
54,1.0822
53,1.1075
52,1.1256
62,1.15
63,1.1556
64,1.1611
65,1.1667
66,1.1722
53,1.18
67,1.1833
68,1.1889
69,1.2056
54,1.2197
55,1.2522
54,1.2558
55,1.2992
70,1.3
71,1.3056
72,1.3111
73,1.3167
56,1.3408
57,1.3517
58,1.3589
72,1.3611
59,1.3625
60,1.3697
71,1.3778
61,1.3806
72,1.4
73,1.4167
72,1.4222
73,1.4389
63,1.5036
64,1.5906
65,1.6158
66,1.6556
67,1.6992
68,1.7281
70,1.7586
71,1.7625
73,1.7928
74,1.8253
73,1.8581
72,1.9414
73,1.9739
72,1.9847
73,2.0461
74,2.0606
73,2.1581
72,2.1869
71,2.5592
72,2.5661
73,2.5881
72,3.1061
73,3.1894
72,3.7728
73,3.9394
72,4.4394
73,4.5228
72,5.2728
73,5.5228
72,5.7042
71,5.7097
70,5.7264
69,5.7708
74,6.0944
75,6.0981
74,6.1342
73,6.1558
74,6.1631
73,6.1886
72,6.2211
73,6.2464
72,6.2717
71,6.3511
70,6.4097
72,6.4486
73,6.4764
71,6.4767
72,6.4989
71,6.5433
72,6.545
72,6.5489
71,6.5608
72,6.5919
71,6.6278
70,6.675
71,6.6811
69,6.7039
68,6.7328
69,6.7722
70,6.8283
69,6.8667
70,6.8842
72,7.0131
71,7.02
70,7.0381
69,7.0525
68,7.0597
65,7.0856
71,7.0911
64,7.0944
63,7.1053
62,7.1233
61,7.1306
60,7.1919
61,7.1956
70,7.2078
60,7.2353
69,7.2467
68,7.2578
67,7.2689
61,7.2786
66,7.2911
65,7.3133
60,7.315
61,7.3222
64,7.3244
63,7.3411
61,7.3578
60,7.3633
59,7.3744
62,7.4233
58,7.4356
63,7.4594
57,7.4633
64,7.4917
58,7.5078
65,7.5172
59,7.5244
66,7.5553
58,7.5756
67,7.5822
68,7.5931
69,7.6003
70,7.6075
57,7.6081
56,7.6303
72,7.6361
73,7.6528
57,7.6914
74,7.6958
58,7.7025
59,7.7136
60,7.7247
73,7.7733
72,7.8239
61,7.8303
71,7.8817
60,7.8969
61,7.9192
70,7.9611
69,7.9972
60,8.0303
61,8.0358
68,8.07
67,8.1133
66,8.2217
65,8.2222
62,8.2303
64,8.2367
63,8.2414
64,8.2581
65,8.2803
66,8.2914
67,8.3025
68,8.3136
69,8.3192
63,8.32
62,8.3344
61,8.3489
60,8.3561
59,8.3922
70,8.4081
58,8.4211
57,8.4569
56,8.4825
71,8.5136
70,8.5806
57,8.6083
69,8.6139
58,8.62
68,8.625
59,8.6286
67,8.6306
66,8.6472
65,8.6694
60,8.6944
64,8.6972
61,8.7125
62,8.7344
63,8.7361
63,8.7525
62,8.7583
61,8.7694
60,8.7806
59,8.7917
64,8.7922
58,8.7972
57,8.8028
56,8.8139
65,8.8175
55,8.8194
66,8.8247
54,8.825
67,8.8356
53,8.8361
52,8.8417
68,8.8428
51,8.8472
69,8.85
70,8.8644
50,8.8694
49,8.8917
48,8.9028
47,8.9083
46,8.9139
45,8.925
44,8.9303
72,8.935
43,8.9358
42,8.9472
41,8.9528
40,8.9583
39,8.9694
73,8.97
38,8.975
37,8.9806
27,9.0917
28,9.1139
72,9.1303
73,9.1592
72,9.1628
27,9.2139
71,9.2386
26,9.2528
24,9.3417
23,9.3472
70,9.3506
22,9.3528
71,9.3653
21,9.3694
22,9.375
21,9.4361
24,10.1167
70,10.9742
69,11.0175
68,11.1214
67,11.2189
65,11.2722
64,11.2822
63,11.2894
62,11.3039
61,11.3075
60,11.3183
58,11.3292
57,11.34
58,11.3653
59,11.3764
60,11.5317
61,11.5678
62,11.5822
63,11.6003
64,11.6183
65,11.6817
66,11.7069
67,11.75
68,11.7756
69,11.9
68,11.925
69,11.9542
70,12.0389
69,12.0428
70,12.0608
71,12.1289
72,12.1347
73,12.1878
72,12.2894
71,12.3256
70,12.3797
69,12.4772
70,12.4994
71,12.5736
72,12.6097
73,12.6242
74,12.7172
73,12.7308
72,12.7817
71,12.7997
70,12.8069
69,12.8139
70,12.8214
71,12.9969
72,13.0369
71,13.1714
70,13.1786
69,13.1858
68,13.1931
69,13.2111
70,13.3119
71,13.4475
72,13.5994
75,13.7528
74,13.8478
75,13.8622
76,13.9275
77,13.9797
76,14.1236
75,14.1642
74,14.1708
73,14.225
74,14.2614
73,14.3344
72,14.3572
73,14.39
72,14.3942
73,14.5214
74,14.56
75,14.5817
76,14.5925
78,14.6264
79,14.6303
80,14.6375
81,14.6483
82,14.6592
52,15.6486
81,15.6514
80,15.6586
53,15.6608
79,15.6694
78,15.6803
55,15.6942
56,15.6997
77,15.7019
57,15.7053
58,15.7164
59,15.7275
76,15.7361
60,15.7386
75,15.7433
74,15.7542
61,15.7556
73,15.765
72,15.7794
62,15.8497
63,15.8997
64,15.9386
65,15.9556
66,15.9833
67,15.9942
68,16.0167
69,16.0278
68,16.0333
69,16.0497
68,16.0553
71,16.0636
70,16.1875
71,16.1983
69,16.2647
70,16.2761
71,16.2906
72,16.2978
71,16.3219
70,16.3742
71,16.4047
68,16.42
70,16.4264
71,16.4408
69,16.4478
72,16.5311
71,16.5458
68,16.5533
69,16.5647
72,16.5856
71,16.6289
70,16.6422
69,16.6561
68,16.6597
67,16.6833
68,16.7089
71,16.7311
67,16.7381
72,16.7811
66,16.7958
65,16.8478
71,16.8922
64,16.895
63,16.9206
72,16.9367
62,16.9422
61,16.9492
71,17.0014
59,17.005
58,17.0122
57,17.0194
54,17.0442
53,17.05
52,17.0572
50,17.0744
49,17.0847
48,17.0992
47,17.1064
46,17.1136
45,17.1172
44,17.1244
43,17.1353
72,17.1419
42,17.1425
41,17.1497
40,17.1606
71,17.1897
39,17.1931
72,17.2064
38,17.2075
37,17.2147
36,17.2464
35,17.2786
36,17.3353
37,17.3894
38,17.4183
39,17.5053
38,17.545
37,17.5972
38,17.6083
40,17.7853
41,17.7889
42,17.7997
43,17.8178
42,17.9228
43,17.93
42,17.9444
41,18.035
40,18.0422
39,18.0531
38,18.0603
37,18.0747
36,18.0892
35,18.1
34,18.1253
32,18.1519
33,18.2103
32,18.3078
33,18.3872
34,18.4414
35,18.4486
36,18.4519
37,18.4594
38,18.4667
39,18.47
40,18.4775
41,18.4847
42,18.4881
43,18.4956
45,18.5117
46,18.5156
47,18.5228
48,18.5264
50,18.5517
51,18.5614
52,18.5722
53,18.5867
54,18.6878
55,18.7381
56,18.7456
57,18.7636
58,18.7922
59,18.8672
58,18.9561
59,19.1117
60,19.2417
59,19.2633
60,19.285
59,19.2886
60,19.3464
61,19.3717
62,19.3825
63,19.3897
64,19.3933
65,19.4006
66,19.4078
65,19.4222
71,19.4731
64,19.5456
63,19.5492
62,19.5561
61,19.5636
60,19.5853
59,19.5961
58,19.6069
57,19.6358
56,19.6644
55,19.6719
54,19.7186
55,19.7478
56,19.8308
57,19.845
58,19.8489
59,19.8764
58,19.9308
72,20.1731
59,20.1872
60,20.1981
61,20.2125
60,20.2233
61,20.2414
60,20.2778
61,20.2922
60,20.3464
61,20.3533
60,20.5025
59,20.5103
58,20.5214
57,20.5719
56,20.6186
57,20.6367
56,20.7489
55,20.8372
56,20.8569
57,20.8956
56,21.0006
55,21.0697
54,21.0806
55,21.0986
71,21.1567
56,21.1733
57,21.2256
58,21.2519
59,21.275
60,21.2894
61,21.2964
62,21.3075
63,21.3581
69,21.3889
68,21.415
67,21.4261
64,21.4522
66,21.4764
65,21.4811
65,21.4939
64,21.5106
63,21.5161
62,21.5272
66,21.5353
61,21.5439
67,21.5464
60,21.5828
66,21.5875
59,21.5883
65,21.595
58,21.5994
64,21.6022
63,21.6131
57,21.6217
62,21.6311
56,21.6328
61,21.6383
60,21.6419
59,21.6492
55,21.6494
58,21.6564
57,21.6636
56,21.6661
56,21.6672
55,21.6717
55,21.6744
54,21.6817
54,21.6883
53,21.6889
52,21.6925
55,21.6994
49,21.7131
48,21.7236
47,21.7311
54,21.7328
46,21.7381
45,21.7419
44,21.7492
43,21.7561
53,21.7717
39,21.7825
38,21.7867
37,21.7939
52,21.7994
36,21.8011
35,21.8047
33,21.8272
51,21.8328
52,21.8439
32,21.8533
31,21.8714
30,21.8858
51,21.8939
52,21.9106
29,21.9781
51,21.9825
50,21.9881
51,21.9939
50,22.0328
51,22.0383
52,22.0717
53,22.0883
54,22.105
55,22.1272
56,22.1328
57,22.1383
58,22.1494
59,22.1661
60,22.1717
61,22.1772
62,22.305
63,22.3106
64,22.3217
65,22.3383
66,22.3439
67,22.3494
27,22.3539
68,22.355
69,22.3661
70,22.3772
26,22.3789
71,22.3883
27,22.4042
72,22.4106
71,22.4661
28,22.4692
72,22.5106
71,22.5272
72,22.555
27,22.5558
71,22.5661
72,22.5883
25,22.6361
24,22.6425
23,22.6497
22,22.6678
21,22.675
20,22.6822
19,22.6931
18,22.7075
17,22.7483
14,22.8075
71,22.8164
15,22.8331
16,22.8403
17,22.8511
15,22.8875
14,22.8961
13,22.9069
12,22.9178
13,22.9358
15,22.9464
16,22.9503
17,22.9575
18,22.9611
19,22.9644
20,22.9719
21,22.9756
22,22.9792
23,22.9825
24,22.9864
25,22.99
26,22.9972
27,23.0044
28,23.0117
72,23.0164
29,23.0225
30,23.0297
31,23.0333
32,23.0367
33,23.0442
34,23.0478
35,23.0514
36,23.0547
37,23.0586
38,23.0658
39,23.0694
40,23.0728
41,23.0803
42,23.0875
43,23.0947
44,23.0983
45,23.1056
46,23.1128
47,23.1164
48,23.1236
49,23.1269
50,23.1308
49,23.1344
73,23.1442
72,23.1608
48,23.1631
71,23.1664
70,23.1775
69,23.1828
68,23.1886
67,23.1942
66,23.1997
65,23.2053
47,23.2139
64,23.2164
63,23.2219
62,23.2331
61,23.2386
48,23.2428
60,23.2442
59,23.2497
58,23.2553
57,23.2608
56,23.2664
47,23.2714
55,23.2775
56,23.2831
46,23.2944
55,23.2997
47,23.32
54,23.3219
55,23.3831
56,23.4164
57,23.4219
58,23.4386
59,23.4442
60,23.4664
48,23.4864
47,23.4936
61,23.5108
46,23.5186
60,23.5331
47,23.5333
61,23.5497
46,23.5767
47,23.6236
60,23.6275
59,23.6331
58,23.6386
48,23.6417
57,23.6442
56,23.6497
55,23.6553
54,23.6608
53,23.6664
52,23.6719
49,23.6742
51,23.6775
50,23.6831
51,23.6997
48,23.7139
52,23.7219
53,23.7556
52,23.7611
53,23.7944
54,23.8
55,23.8111
56,23.8222
57,23.8278
58,23.8333
59,23.8389
60,23.8444
49,23.8511
61,23.8556
50,23.8617
51,23.8728
60,23.8778
61,23.8944
53,23.9053
54,23.9339
53,23.945
54,23.9486
53,23.9919
70,48.1467
62,48.1639
61,48.1697
60,48.1769
59,48.2167
71,48.23
58,48.3103
72,48.3356
57,48.3464
58,48.3503
73,48.3578
57,48.3881
56,48.3989
55,48.4061
54,48.4278
53,48.435
52,48.4422
51,48.4567
52,48.5217
51,48.5289
74,48.5592
52,48.605
51,48.6086
73,48.6097
50,48.6158
51,48.6375
50,48.6519
49,48.6592
48,48.6664
47,48.67
46,48.6772
45,48.6808
42,48.6975
41,48.7047
40,48.7086
72,48.7153
39,48.7158
38,48.7194
37,48.7267
71,48.7486
36,48.7519
35,48.7589
34,48.7628
72,48.7925
33,48.8097
32,48.8169
31,48.8242
30,48.8278
29,48.835
28,48.8386
27,48.8458
26,48.8492
25,48.8567
24,48.8603
23,48.8672
22,48.8783
21,48.8853
20,48.8928
19,48.9
18,48.9108
17,48.9433
16,48.9506
17,48.9867
18,49.0083
71,49.0183
19,49.0228
70,49.0294
20,49.0553
22,49.0858
23,49.1033
71,49.1072
72,49.1128
24,49.1144
73,49.1294
74,49.135
25,49.1578
75,49.1739
76,49.2017
77,49.2294
78,49.235
77,49.2911
78,49.3017
77,49.3183
78,49.3239
77,49.335
76,49.3406
75,49.3461
74,49.3517
73,49.3572
71,49.3628
70,49.3683
69,49.3794
68,49.385
67,49.3906
66,49.3961
65,49.4017
64,49.4128
63,49.4183
62,49.4239
61,49.4294
60,49.4517
59,49.4628
56,49.4964
55,49.5075
54,49.5186
55,49.5686
56,49.5908
57,49.6019
58,49.6186
59,49.6297
60,49.6353
26,49.6356
61,49.6408
27,49.6644
28,49.6753
62,49.6908
63,49.6964
64,49.7019
65,49.7131
29,49.715
66,49.7186
30,49.7222
31,49.7331
32,49.7403
67,49.7464
33,49.7511
68,49.7519
69,49.7575
34,49.7694
35,49.7767
36,49.7908
37,49.8056
38,49.8125
40,49.8389
41,49.8428
42,49.8536
43,49.8608
70,49.8728
71,49.895
72,49.9006
73,49.9061
44,49.9258
45,49.9367
46,49.9439
72,49.9561
47,49.9586
48,49.9728
71,49.9783
49,49.9944
72,50.0006
50,50.0017
51,50.0089
52,50.0161
73,50.0394
72,50.0617
73,50.0728
54,50.1897
55,50.1933
58,50.2256
59,50.2464
60,50.2536
61,50.2608
62,50.2683
63,50.2936
64,50.3008
65,50.3117
66,50.3261
67,50.3333
68,50.3442
69,50.3514
70,50.3622
71,50.3731
72,50.3803
73,50.8297
72,53.5872
72,53.7464
71,53.7519
73,53.7539
70,53.7742
69,53.8964
74,54.2531
75,54.2678
74,54.3072
73,54.3292
74,54.3364
73,54.3472
70,54.3631
72,54.3794
73,54.3869
69,54.4242
74,54.4375
73,54.4556
68,54.4742
74,54.4772
69,54.4853
73,54.5314
70,54.5353
72,54.5556
69,54.5686
73,54.5806
70,54.5964
72,54.6167
69,54.6239
71,54.6456
70,54.6961
69,54.7178
68,54.7433
67,54.8064
66,54.81
65,54.8281
64,54.8425
63,54.8497
62,54.8569
68,54.8631
61,54.8642
60,54.8711
59,54.8786
69,54.8853
58,54.8858
57,54.8931
56,54.9003
55,54.9039
54,54.9147
70,54.9186
53,54.9292
52,54.9794
69,55.0467
53,55.0556
68,55.0578
54,55.0736
69,55.08
55,55.0881
70,55.0911
71,55.0967
54,55.1061
72,55.1133
71,55.1356
55,55.1642
54,55.2111
55,55.2147
56,55.2256
58,55.2453
59,55.2525
60,55.2886
72,55.3133
59,55.3178
71,55.3911
58,55.4369
59,55.4406
60,55.5503
59,55.5575
60,55.59
61,55.6008
62,55.6117
72,55.6244
63,55.655
64,55.6839
65,55.7308
66,55.7633
67,55.7922
68,55.8322
70,55.8669
71,55.8911
72,55.9594
73,55.9847
72,56.0531
73,56.08
64,56.1967
70,56.1978
69,56.2014
63,56.2244
62,56.2467
61,56.2522
60,56.2633
59,56.2689
58,56.2744
57,56.2911
56,56.3022
70,56.3572
71,56.4094
72,56.4847
55,56.4856
73,56.5092
54,56.5578
53,56.58
72,56.5886
71,56.6103
52,56.6133
51,56.6522
50,56.6689
49,56.68
48,56.7022
70,56.8272
47,56.8356
69,56.8381
48,56.8467
68,56.8489
49,56.8578
66,56.8703
50,56.8744
65,56.8872
51,56.9078
64,56.9161
63,56.9414
50,56.9856
56,57.1003
57,57.1617
58,57.1689
59,57.1797
60,57.2006
61,57.2069
62,57.2211
63,57.2467
64,57.3044
65,57.3114
66,57.3333
67,57.3406
68,57.3514
70,57.3964
71,57.4208
70,57.485
71,57.5156
70,57.5444
71,57.595
51,58.2969
50,58.3192
49,58.3358
48,58.3469
47,58.3692
46,58.3858
45,58.4025
44,58.4192
43,58.4303
42,58.4414
41,58.4469
40,58.4525
39,58.4581
38,58.4636
37,58.4803
36,58.5025
35,58.5081
34,58.5192
33,58.5914
31,58.6136
32,58.8136
31,58.9858
70,59.0292
49,59.2692
68,59.2719
50,59.2803
51,59.2858
52,59.2969
53,59.3025
54,59.3081
55,59.3136
56,59.3192
57,59.3247
58,59.3358
