1.000000,2.000000,181.145021,23.000000,177.247023,3.000000,100.000000
1.000000,2.000000,312.176096,24.000000,311.873772,6.000000,200.000000
1.000000,2.000000,415.445690,35.000000,442.916592,4.000000,300.000000
1.000000,2.000000,522.156784,50.000000,542.445291,6.000000,400.000000
1.000000,2.000000,604.594460,73.000000,624.922774,5.000000,500.000000
1.000000,2.000000,675.522723,57.000000,728.266219,4.000000,600.000000
1.000000,2.000000,784.106080,67.000000,828.589576,6.000000,700.000000
1.000000,2.000000,853.474496,74.000000,910.188540,6.000000,800.000000
1.000000,2.000000,938.102118,81.000000,986.527072,7.000000,900.000000
1.000000,2.000000,1002.132434,91.000000,1075.913307,8.000000,1000.000000
1.000000,2.000000,1099.507959,123.000000,1169.496783,11.000000,1100.000000
1.000000,2.000000,1147.905467,126.000000,1242.525337,9.000000,1200.000000
1.000000,2.000000,1176.984705,125.000000,1326.913366,11.000000,1300.000000
1.000000,2.000000,1278.010088,151.000000,1389.470080,12.000000,1400.000000
1.000000,2.000000,1352.698703,145.000000,1494.331454,12.000000,1500.000000
1.000000,2.000000,1415.210349,167.000000,1557.022545,16.000000,1600.000000
1.000000,2.000000,1499.673538,176.000000,1636.317141,14.000000,1700.000000
1.000000,2.000000,1550.274996,179.000000,1691.444938,16.000000,1800.000000
1.000000,2.000000,1611.992406,204.000000,1781.351604,18.000000,1900.000000
1.000000,2.000000,1673.788242,224.000000,1862.614180,18.000000,2000.000000
1.000000,2.000000,1717.219924,227.000000,1914.329002,17.000000,2100.000000
1.000000,2.000000,1816.620476,247.000000,1996.261924,19.000000,2200.000000
1.000000,2.000000,1865.415186,248.000000,2045.428246,19.000000,2300.000000
1.000000,2.000000,1900.629686,264.000000,2153.105261,20.000000,2400.000000
1.000000,2.000000,1969.168820,271.000000,2193.257690,26.000000,2500.000000
1.000000,2.000000,2030.226629,301.000000,2271.506528,22.000000,2600.000000
1.000000,2.000000,2096.277990,326.000000,2307.706590,24.000000,2700.000000
1.000000,2.000000,2130.557543,309.000000,2384.923839,22.000000,2800.000000
1.000000,2.000000,2193.079608,346.000000,2449.911058,23.000000,2900.000000
1.000000,2.000000,2235.985957,363.000000,2471.534864,25.000000,3000.000000
1.000000,2.000000,2298.475441,390.000000,2603.975395,26.000000,3100.000000
1.000000,2.000000,2350.849885,400.000000,2657.531803,28.000000,3200.000000
1.000000,2.000000,2431.567016,392.000000,2707.372061,27.000000,3300.000000
1.000000,2.000000,2469.974643,395.000000,2791.069094,29.000000,3400.000000
1.000000,2.000000,2490.447947,430.000000,2831.901431,32.000000,3500.000000
1.000000,2.000000,2593.380043,439.000000,2893.525302,31.000000,3600.000000
1.000000,2.000000,2623.050195,453.000000,2929.664349,31.000000,3700.000000
1.000000,2.000000,2667.559243,490.000000,3009.844725,32.000000,3800.000000
1.000000,2.000000,2717.571699,467.000000,3078.327901,33.000000,3900.000000
1.000000,2.000000,2747.016513,486.000000,3128.737902,34.000000,4000.000000
1.000000,2.000000,2803.908468,506.000000,3158.494854,33.000000,4100.000000
1.000000,2.000000,2865.324873,505.000000,3251.467007,36.000000,4200.000000
1.000000,2.000000,2899.312779,547.000000,3284.940760,39.000000,4300.000000
1.000000,2.000000,2980.156656,538.000000,3347.015721,39.000000,4400.000000
1.000000,2.000000,2967.438414,561.000000,3415.397077,40.000000,4500.000000
1.000000,2.000000,3011.226996,555.000000,3441.695494,39.000000,4600.000000
1.000000,2.000000,3096.918383,589.000000,3534.514210,43.000000,4700.000000
1.000000,2.000000,3125.873494,586.000000,3530.009328,40.000000,4800.000000
1.000000,2.000000,3174.274746,623.000000,3622.601377,42.000000,4900.000000
1.000000,2.000000,3260.628539,658.000000,3650.473584,45.000000,5000.000000
1.000000,2.000000,3237.318410,641.000000,3713.392516,42.000000,5100.000000
1.000000,2.000000,3313.073434,660.000000,3744.668592,44.000000,5200.000000
1.000000,2.000000,3337.090791,671.000000,3823.895129,45.000000,5300.000000
1.000000,2.000000,3366.827186,674.000000,3877.893723,46.000000,5400.000000
1.000000,2.000000,3423.152270,701.000000,3913.544151,45.000000,5500.000000
1.000000,2.000000,3453.148952,693.000000,3959.660194,47.000000,5600.000000
1.000000,2.000000,3498.567191,718.000000,3995.724302,48.000000,5700.000000
1.000000,2.000000,3554.385141,730.000000,4034.889992,49.000000,5800.000000
1.000000,2.000000,3588.943363,766.000000,4081.694107,50.000000,5900.000000
1.000000,2.000000,3649.548152,768.000000,4124.484513,51.000000,6000.000000
